Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Constructor,"org.apache.maven.MavenExecutionException.MavenExecutionException(String,File,ProjectBuildingException)",3,5,0,5,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Constructor,"org.apache.maven.MavenExecutionException.MavenExecutionException(String,Throwable)",3,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MavenExecutionException.getPomFile(),1,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MavenLifecycleParticipantTest.InjectDependencyLifecycleListener.afterProjectsRead(MavenSession),3,21,2,19,3,12,0,10,2,0,9,11,3,8,2,2,2,1,1,0,1,0,0.00
Public Method,org.apache.maven.MavenLifecycleParticipantTest.InjectDependencyLifecycleListener.afterSessionStart(MavenSession),1,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MavenLifecycleParticipantTest.InjectReactorDependency.afterProjectsRead(MavenSession),1,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Private Method,"org.apache.maven.MavenLifecycleParticipantTest.InjectReactorDependency.injectReactorDependency(List<MavenProject>,String,String)",4,15,1,14,2,7,0,9,3,0,5,9,3,6,3,3,3,1,0,0,2,0,0.00
Protected Method,org.apache.maven.MavenLifecycleParticipantTest.getProjectsDirectory(),0,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Private Generic Method,"org.apache.maven.MavenLifecycleParticipantTest.getReactorOrder(String,Class<T>)",4,24,4,20,9,14,0,18,2,0,13,16,9,7,2,2,2,1,0,0,1,0,0.00
Protected Method,org.apache.maven.MavenLifecycleParticipantTest.setupContainer(),0,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MavenLifecycleParticipantTest.testDependencyInjection(),2,28,7,21,11,16,0,22,1,0,15,16,9,7,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MavenLifecycleParticipantTest.testReactorDependencyInjection(),1,7,0,7,4,2,0,3,1,0,2,3,2,1,1,1,1,1,0,0,0,0,0.00
Protected Method,org.apache.maven.MavenTest.getProjectsDirectory(),0,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Protected Method,org.apache.maven.MavenTest.setUp(),1,7,0,7,2,3,0,4,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Protected Method,org.apache.maven.MavenTest.tearDown(),0,7,0,7,2,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MavenTest.testLifecycleExecutionUsingADefaultLifecyclePhase(),0,16,0,4,2,0,12,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,3.00
Public Constructor,"org.apache.maven.MissingModuleException.MissingModuleException(String,File,File)",3,6,0,6,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MissingModuleException.getModuleFile(),1,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.MissingModuleException.getModuleName(),1,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,"org.apache.maven.ProjectBuildFailureException.ProjectBuildFailureException(String,MojoFailureException)",2,6,1,5,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.ProjectBuildFailureException.getMojoFailureException(),0,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.ProjectBuildFailureException.getProjectId(),1,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
