Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Method,$__ClassNameTestDubboStub.echo_args.toString(),2,14,1,13,3,10,0,4,2,0,8,10,3,7,2,2,2,1,1,0,1,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_args.unsetArg(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_args.validate(),3,6,0,5,1,2,1,1,2,0,1,3,1,2,2,2,2,1,0,0,1,0,0.20
Public Method,$__ClassNameTestDubboStub.echo_args.write(org.apache.thrift.protocol.TProtocol),5,12,1,11,1,8,0,7,2,0,7,9,1,8,2,2,2,1,0,0,1,0,0.00
Private Method,$__ClassNameTestDubboStub.echo_args.writeObject(java.io.ObjectOutputStream),2,7,0,7,1,4,0,1,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.00
Constructor,"$__ClassNameTestDubboStub.echo_result._Fields._Fields(short,String)",2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Static Method,$__ClassNameTestDubboStub.echo_result._Fields.findByName(String),2,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Static Method,$__ClassNameTestDubboStub.echo_result._Fields.findByThriftId(int),4,11,0,8,1,5,4,1,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.50
Public Static Method,$__ClassNameTestDubboStub.echo_result._Fields.findByThriftIdOrThrow(int),1,9,0,5,2,3,4,3,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.80
Public Method,$__ClassNameTestDubboStub.echo_result._Fields.getFieldName(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result._Fields.getThriftFieldId(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result._Fields.valueOf(),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result._Fields.values(),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.clear(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.compareTo(echo_result),2,20,2,18,3,12,0,9,5,1,8,13,3,10,5,5,5,5,4,4,2,4,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.deepCopy(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,$__ClassNameTestDubboStub.echo_result.echo_result(),2,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
Public Constructor,$__ClassNameTestDubboStub.echo_result.echo_result(String),1,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Constructor,$__ClassNameTestDubboStub.echo_result.echo_result(echo_result),3,8,0,5,1,2,3,3,2,0,1,3,1,2,2,2,2,1,0,0,1,0,0.60
Public Method,$__ClassNameTestDubboStub.echo_result.equals(Object),1,7,0,7,1,5,0,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.equals(echo_result),3,15,2,13,3,10,0,3,5,1,6,11,3,8,5,5,9,5,5,5,2,5,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.fieldForId(int),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.getFieldValue(_Fields),2,8,1,7,1,4,0,3,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.getSuccess(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.hashCode(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.isSet(_Fields),2,14,1,10,1,6,3,4,4,1,3,6,1,5,3,3,3,1,1,0,1,0,0.30
Public Method,$__ClassNameTestDubboStub.echo_result.isSetSuccess(),6,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Method,$__ClassNameTestDubboStub.echo_result.read(org.apache.thrift.protocol.TProtocol),4,26,1,24,2,17,2,8,7,1,11,16,2,14,5,5,5,3,4,3,3,2,0.08
Private Method,$__ClassNameTestDubboStub.echo_result.readObject(java.io.ObjectInputStream),2,7,0,7,1,4,0,1,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.00
Public Method,"$__ClassNameTestDubboStub.echo_result.setFieldValue(_Fields,Object)",3,12,1,11,1,7,0,2,3,0,3,6,1,5,3,3,3,1,1,0,2,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.setSuccess(String),2,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.setSuccessIsSet(boolean),1,5,0,5,1,2,0,1,2,0,1,3,1,2,2,2,2,1,0,0,1,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.toString(),1,14,1,13,3,10,0,4,2,0,8,10,3,7,2,2,2,1,1,0,1,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.unsetSuccess(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,$__ClassNameTestDubboStub.echo_result.validate(),1,3,0,2,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.50
Public Method,$__ClassNameTestDubboStub.echo_result.write(org.apache.thrift.protocol.TProtocol),5,11,1,10,1,7,0,7,2,0,6,8,1,7,2,2,2,1,0,0,1,0,0.00
Private Method,$__ClassNameTestDubboStub.echo_result.writeObject(java.io.ObjectOutputStream),2,7,0,7,1,4,0,1,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.00
Public Method,ClassNameTest.testThriftUtils(),0,19,5,14,1,12,0,6,1,0,4,5,1,4,1,1,1,1,0,0,0,0,0.00
Abstract Method,ClassNameTestDubbo.echo(String),0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.00
Public Constructor,"ClassNameTestThrift.AsyncClient.AsyncClient(org.apache.thrift.protocol.TProtocolFactory,org.apache.thrift.async.TAsyncClientManager,org.apache.thrift.transport.TNonblockingTransport)",4,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,"ClassNameTestThrift.AsyncClient.Factory.Factory(org.apache.thrift.async.TAsyncClientManager,org.apache.thrift.protocol.TProtocolFactory)",2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,ClassNameTestThrift.AsyncClient.Factory.getAsyncClient(org.apache.thrift.transport.TNonblockingTransport),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"ClassNameTestThrift.AsyncClient.echo(String,org.apache.thrift.async.AsyncMethodCallback<echo_call>)",5,6,0,6,2,4,0,3,1,0,4,5,2,3,1,1,1,1,0,0,0,0,0.00
Public Constructor,"ClassNameTestThrift.AsyncClient.echo_call.echo_call(String,org.apache.thrift.async.AsyncMethodCallback<echo_call>,org.apache.thrift.async.TAsyncClient,org.apache.thrift.protocol.TProtocolFactory,org.apache.thrift.transport.TNonblockingTransport)",6,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,ClassNameTestThrift.AsyncClient.echo_call.getResult(),0,8,0,8,3,5,0,9,2,0,4,6,3,3,2,2,2,1,0,0,1,0,0.00
Public Method,ClassNameTestThrift.AsyncClient.echo_call.write_args(org.apache.thrift.protocol.TProtocol),2,7,0,7,2,5,0,5,1,0,5,6,2,4,1,1,1,1,0,0,0,0,0.00
