,,,,,,,,,,,,,,,,,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenErrorResponse.getFbtraceId(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenErrorResponse.getRawResponse(),1,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenErrorResponse.getResponse(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenErrorResponse.getType(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenErrorResponse.hashCode(),4,9,0,9,2,7,0,3,1,0,7,8,2,6,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenErrorResponse.toString(),4,5,0,5,1,3,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.facebook.FacebookAccessTokenJsonExtractor.FacebookAccessTokenJsonExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenJsonExtractor.generateError(Response),2,19,1,7,3,5,11,5,1,0,2,3,2,1,1,1,1,1,0,0,0,0,1.57
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.facebook.FacebookAccessTokenJsonExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Static Method,com.github.scribejava.apis.facebook.FacebookAccessTokenJsonExtractorTest.error(String),2,3,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.facebook.FacebookAccessTokenJsonExtractorTest.shouldThrowExceptionIfResponseIsError(),2,17,0,17,3,14,0,10,2,0,8,10,2,8,2,2,2,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.facebook.FacebookService.FacebookService(FacebookApi,String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",11,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.facebook.FacebookService.signRequest(String,OAuthRequest)",3,20,4,16,4,11,0,9,3,0,9,13,5,8,3,3,3,1,1,0,2,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.fitbit.FitBitJsonTokenExtractor.FitBitJsonTokenExtractor(),1,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.apis.fitbit.FitBitJsonTokenExtractor.createToken(String,String,Integer,String,String,JsonNode,String)",7,5,0,5,2,2,0,4,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.fitbit.FitBitJsonTokenExtractor.generateError(Response),3,22,2,16,3,10,4,7,4,1,7,10,3,7,3,3,3,1,2,0,1,0,0.25
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.fitbit.FitBitJsonTokenExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.fitbit.FitBitJsonTokenExtractorTest.testErrorExtraction(),3,13,1,12,4,9,0,6,1,0,5,7,4,3,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.fitbit.FitBitJsonTokenExtractorTest.testErrorExtraction.(Anon_1).run(),1,3,0,3,0,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.fitbit.FitBitOAuth2AccessToken.FitBitOAuth2AccessToken(String,String,Integer,String,String,String,String)",9,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.fitbit.FitBitOAuth2AccessToken.FitBitOAuth2AccessToken(String,String,String)",3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.fitbit.FitBitOAuth2AccessToken.equals(Object),2,16,1,15,1,9,0,5,5,1,5,10,1,9,5,5,5,5,4,4,1,4,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.fitbit.FitBitOAuth2AccessToken.getUserId(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.fitbit.FitBitOAuth2AccessToken.hashCode(),1,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.google.GoogleDeviceAuthorizationJsonExtractor.GoogleDeviceAuthorizationJsonExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.google.GoogleDeviceAuthorizationJsonExtractor.getVerificationUriParamName(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.google.GoogleDeviceAuthorizationJsonExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.imgur.ImgurOAuthService.ImgurOAuthService(ImgurApi,String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",11,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.imgur.ImgurOAuthService.createAccessTokenRequest(AccessTokenRequestParams),7,22,3,19,5,15,0,13,4,1,12,15,5,10,3,3,3,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.imgur.ImgurOAuthService.signRequest(String,OAuthRequest)",3,4,0,4,1,2,0,2,1,0,1,2,1,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.mailru.MailruOAuthService.MailruOAuthService(MailruApi,String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",11,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.mailru.MailruOAuthService.md5(String),3,13,0,13,4,9,0,7,3,0,6,10,5,5,3,3,3,1,1,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.mailru.MailruOAuthService.signRequest(String,OAuthRequest)",4,31,3,27,9,21,1,15,6,1,16,23,11,12,6,6,6,1,1,0,3,0,0.04
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryApi.BaseMicrosoftAzureActiveDirectoryApi(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryApi.BaseMicrosoftAzureActiveDirectoryApi(String),5,3,0,3,1,1,0,3,1,0,1,2,1,1,2,2,3,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryApi.getAccessTokenEndpoint(),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryApi.getAuthorizationBaseUrl(),4,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryApi.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryApi.getEndpointVersionPath(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryBearerSignature.BaseMicrosoftAzureActiveDirectoryBearerSignature(String),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.microsoftazureactivedirectory.BaseMicrosoftAzureActiveDirectoryBearerSignature.signRequest(String,OAuthRequest)",3,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.microsoftazureactivedirectory.MicrosoftAzureActiveDirectory20BearerSignature.MicrosoftAzureActiveDirectory20BearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.microsoftazureactivedirectory.MicrosoftAzureActiveDirectory20BearerSignature.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.microsoftazureactivedirectory.MicrosoftAzureActiveDirectoryBearerSignature.MicrosoftAzureActiveDirectoryBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.microsoftazureactivedirectory.MicrosoftAzureActiveDirectoryBearerSignature.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.odnoklassniki.OdnoklassnikiOAuthService.OdnoklassnikiOAuthService(OdnoklassnikiApi,String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",11,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.odnoklassniki.OdnoklassnikiOAuthService.md5(String),3,13,0,13,4,9,0,7,3,0,6,10,5,5,3,3,3,1,1,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.odnoklassniki.OdnoklassnikiOAuthService.signRequest(String,OAuthRequest)",3,26,5,20,6,16,1,15,3,0,11,15,7,8,3,3,3,1,1,0,2,0,0.05
,,,,,,,,,,,,,,,,,Private Static Method,"com.github.scribejava.apis.odnoklassniki.OdnoklassnikiServiceTest.findParam(ParameterList,String)",3,8,0,8,1,4,0,5,3,0,2,6,2,4,3,3,3,3,3,3,2,3,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.odnoklassniki.OdnoklassnikiServiceTest.testSigGeneration(),3,6,0,6,3,4,0,6,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.openid.OpenIdJsonTokenExtractor.OpenIdJsonTokenExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.apis.openid.OpenIdJsonTokenExtractor.createToken(String,String,Integer,String,String,JsonNode,String)",7,6,0,6,3,3,0,4,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.openid.OpenIdJsonTokenExtractor.instance(),4,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.openid.OpenIdOAuth2AccessToken.OpenIdOAuth2AccessToken(String,String,Integer,String,String,String,String)",9,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.openid.OpenIdOAuth2AccessToken.OpenIdOAuth2AccessToken(String,String,String)",3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.openid.OpenIdOAuth2AccessToken.equals(Object),2,16,1,15,1,9,0,5,5,1,5,10,1,9,5,5,5,5,4,4,1,4,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.openid.OpenIdOAuth2AccessToken.getOpenIdToken(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.openid.OpenIdOAuth2AccessToken.hashCode(),1,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.polar.PolarJsonTokenExtractor.PolarJsonTokenExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.apis.polar.PolarJsonTokenExtractor.createToken(String,String,Integer,String,String,JsonNode,String)",7,5,0,5,2,2,0,4,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.polar.PolarJsonTokenExtractor.generateError(Response),2,19,2,16,3,10,1,7,4,1,7,10,3,7,3,3,3,1,2,0,1,0,0.06
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.polar.PolarJsonTokenExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.polar.PolarOAuth2AccessToken.PolarOAuth2AccessToken(String,String,Integer,String,String,String,String)",8,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.polar.PolarOAuth2AccessToken.equals(Object),2,16,1,15,1,9,0,5,5,1,5,10,1,9,5,5,5,5,4,4,1,4,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.polar.PolarOAuth2AccessToken.getUserId(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.polar.PolarOAuth2AccessToken.hashCode(),1,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.polar.PolarOAuthService.PolarOAuthService(DefaultApi20,String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",11,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.polar.PolarOAuthService.createAccessTokenRequest(AccessTokenRequestParams),6,23,3,20,4,15,0,18,8,1,10,14,4,10,4,4,4,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.salesforce.SalesforceJsonTokenExtractor.SalesforceJsonTokenExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.apis.salesforce.SalesforceJsonTokenExtractor.createToken(String,String,Integer,String,String,JsonNode,String)",7,5,0,5,2,2,0,4,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.salesforce.SalesforceJsonTokenExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.salesforce.SalesforceToken.SalesforceToken(String,String,Integer,String,String,String,String)",9,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.salesforce.SalesforceToken.SalesforceToken(String,String,String)",3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.salesforce.SalesforceToken.equals(Object),2,15,0,15,1,9,0,5,5,1,5,10,1,9,5,5,5,5,4,4,1,4,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.salesforce.SalesforceToken.getInstanceUrl(),4,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.salesforce.SalesforceToken.hashCode(),1,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.slack.SlackJsonTokenExtractor.SlackJsonTokenExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.apis.slack.SlackJsonTokenExtractor.createToken(String,String,Integer,String,String,JsonNode,String)",7,13,1,12,4,7,0,4,2,0,5,7,3,4,2,2,2,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.slack.SlackJsonTokenExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.slack.SlackOAuth2AccessToken.SlackOAuth2AccessToken(String,String,Integer,String,String,String,String)",8,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.slack.SlackOAuth2AccessToken.equals(Object),2,16,1,15,1,9,0,5,5,1,5,10,1,9,5,5,5,5,4,4,1,4,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.slack.SlackOAuth2AccessToken.getUserAccessToken(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.slack.SlackOAuth2AccessToken.hashCode(),1,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.tutby.TutByBearerSignature.TutByBearerSignature(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.tutby.TutByBearerSignature.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.tutby.TutByBearerSignature.signRequest(String,OAuthRequest)",3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.vk.VKJsonTokenExtractor.VKJsonTokenExtractor(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.apis.vk.VKJsonTokenExtractor.createToken(String,String,Integer,String,String,JsonNode,String)",7,6,0,6,3,3,0,4,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.vk.VKJsonTokenExtractor.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.vk.VKOAuth2AccessToken.VKOAuth2AccessToken(String,String,Integer,String,String,String,String)",9,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.vk.VKOAuth2AccessToken.VKOAuth2AccessToken(String,String,String)",3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.vk.VKOAuth2AccessToken.equals(Object),2,16,1,15,1,9,0,5,5,1,5,10,1,9,5,5,5,5,4,4,1,4,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.vk.VKOAuth2AccessToken.getEmail(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.vk.VKOAuth2AccessToken.hashCode(),1,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.wunderlist.WunderlistOAuthService.WunderlistOAuthService(WunderlistAPI,String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",11,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.wunderlist.WunderlistOAuthService.signRequest(String,OAuthRequest)",2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.TestCallback.getResponse(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.TestCallback.onCompleted(Response),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.TestCallback.onThrowable(Throwable),0,2,0,2,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Abstract Method,com.github.scribejava.core.AbstractClientTest.createNewClient(),1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.setUp(),0,4,0,4,1,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldCallCallback(),2,18,6,12,6,10,0,12,1,0,10,11,6,5,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldPassErrors(),2,19,6,13,5,10,0,12,1,0,9,11,5,6,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldReadResponseStream(),3,19,5,14,6,11,0,14,1,0,10,12,6,6,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldSendGetRequest(),3,20,6,14,6,11,0,13,1,0,10,12,6,6,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldSendPostRequestWithBodyParamsBody(),5,25,5,20,9,17,0,17,1,0,16,18,9,9,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldSendPostRequestWithByteBodyBody(),5,23,5,18,7,15,0,18,1,0,14,16,7,9,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldSendPostRequestWithEmptyBody(),5,22,5,17,7,14,0,16,1,0,13,15,7,8,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldSendPostRequestWithStringBody(),5,25,5,20,8,17,0,20,1,0,16,18,8,10,1,1,1,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shouldSendPostWithApplicationXWwwFormUrlencodedRequestContentTypeHeader(),5,16,4,12,5,10,0,13,1,0,10,11,5,6,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.AbstractClientTest.shutDown(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.core.ObjectMother.createSampleOAuthRequest(),7,8,0,8,2,6,2,3,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.25
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.core.ObjectMother.createSampleOAuthRequestPort443(),6,8,0,8,2,6,2,3,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.25
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.core.ObjectMother.createSampleOAuthRequestPort443v2(),6,8,0,8,2,6,2,3,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.25
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.core.ObjectMother.createSampleOAuthRequestPort80(),6,8,0,8,2,6,2,3,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.25
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.core.ObjectMother.createSampleOAuthRequestPort8080(),6,8,0,8,2,6,2,3,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.25
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.core.ObjectMother.createSampleOAuthRequestPort80v2(),6,8,0,8,2,6,2,3,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.25
