Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Method,org.apache.commons.lang3.mutable.MutableByteTest.testSubtractValuePrimitive(),0,6,1,5,2,3,0,4,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableByteTest.testToByte(),0,4,0,4,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableByteTest.testToString(),0,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
Public Constructor,org.apache.commons.lang3.mutable.MutableDouble.MutableDouble(),2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Constructor,org.apache.commons.lang3.mutable.MutableDouble.MutableDouble(Number),3,10,0,4,1,2,6,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.50
Public Constructor,org.apache.commons.lang3.mutable.MutableDouble.MutableDouble(String),2,11,0,4,1,2,7,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
Public Constructor,org.apache.commons.lang3.mutable.MutableDouble.MutableDouble(double),26,9,0,4,1,2,5,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.25
Public Method,org.apache.commons.lang3.mutable.MutableDouble.add(Number),2,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Method,org.apache.commons.lang3.mutable.MutableDouble.add(double),2,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableDouble.addAndGet(Number),3,13,0,4,1,2,9,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,2.25
Public Method,org.apache.commons.lang3.mutable.MutableDouble.addAndGet(double),3,12,0,4,1,2,8,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableDouble.compareTo(MutableDouble),4,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableDouble.decrement(),1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.decrementAndGet(),2,11,0,4,1,2,7,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
Public Method,org.apache.commons.lang3.mutable.MutableDouble.doubleValue(),13,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.equals(Object),2,33,0,4,1,2,29,2,1,0,1,2,1,1,1,1,2,1,0,0,0,0,7.25
Public Method,org.apache.commons.lang3.mutable.MutableDouble.floatValue(),2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.getAndAdd(Number),3,14,0,5,2,3,9,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,1.80
Public Method,org.apache.commons.lang3.mutable.MutableDouble.getAndAdd(double),3,13,0,5,2,3,8,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,1.60
Public Method,org.apache.commons.lang3.mutable.MutableDouble.getAndDecrement(),2,12,0,5,2,3,7,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,1.40
Public Method,org.apache.commons.lang3.mutable.MutableDouble.getAndIncrement(),2,12,0,5,2,3,7,2,1,0,3,4,2,2,1,1,1,1,0,0,0,0,1.40
Public Method,org.apache.commons.lang3.mutable.MutableDouble.getValue(),2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
